batch_size,context_length,heads_per_program,num_warps,production_median_ms,candidate_median_ms,speedup,unique_kv_bytes,estimated_kv_read_bytes,estimated_read_amplification,unique_kv_gbps,estimated_kv_gbps,max_abs_error,status,error
32,16384,1,4,2.783184051513672,2.2113280296325684,1.258602981655382,536870912,3221225472,6,242.78212223864674,1456.6927334318805,1.52587890625e-05,ok,
32,16384,1,8,2.783184051513672,2.430959939956665,1.1448909567647114,536870912,3221225472,6,220.84728883256318,1325.0837329953788,1.52587890625e-05,ok,
32,16384,2,4,2.783184051513672,3.2588160037994385,0.854047619831488,536870912,1610612736,3,164.74416210490702,494.2324863147211,1.52587890625e-05,ok,
32,16384,2,8,2.783184051513672,2.9715360403060913,0.9366146039497412,536870912,1610612736,3,180.671176360593,542.013529081779,1.52587890625e-05,ok,
32,16384,3,4,2.783184051513672,4.4390881061553955,0.6269720232978505,536870912,1073741824,2,120.9417112617242,241.8834225234484,1.52587890625e-05,ok,
32,16384,3,8,2.783184051513672,3.465232014656067,0.803173940371756,536870912,1073741824,2,154.93072606085968,309.86145212171937,1.52587890625e-05,ok,
32,16384,6,4,2.783184051513672,8.480639934539795,0.3281809006155739,536870912,536870912,1,63.305471773827115,63.305471773827115,1.52587890625e-05,ok,
32,16384,6,8,2.783184051513672,5.73855996131897,0.4849969452743987,536870912,536870912,1,93.55498864154131,93.55498864154131,1.52587890625e-05,ok,
64,128,1,4,0.06147199869155884,0.06244800053536892,0.9843709672776905,8388608,50331648,6,134.3294889841815,805.976933905089,0.0001220703125,ok,
64,128,1,8,0.06147199869155884,0.06860800087451935,0.8959887754780684,8388608,50331648,6,122.26865515790718,733.6119309474432,0.000244140625,ok,
64,128,2,4,0.06147199869155884,0.062272001057863235,0.987153096853897,8388608,25165824,3,134.70914467973003,404.1274340391901,0.0001220703125,ok,
64,128,2,8,0.06147199869155884,0.06950400024652481,0.8844382837465881,8388608,25165824,3,120.69244892734687,362.0773467820406,0.000244140625,ok,
64,128,3,4,0.06147199869155884,0.07156800106167793,0.8589313349492845,8388608,16777216,2,117.21171299406035,234.4234259881207,0.0001220703125,ok,
64,128,3,8,0.06147199869155884,0.08190399780869484,0.7505372184046557,8388608,16777216,2,102.42000664721489,204.84001329442978,0.000244140625,ok,
64,128,6,4,0.06147199869155884,0.0965919978916645,0.6364088126689801,8388608,8388608,1,86.84578622556789,86.84578622556789,0.0001220703125,ok,
64,128,6,8,0.06147199869155884,0.07497600093483925,0.8198890034823733,8388608,8388608,1,111.88390812268634,111.88390812268634,0.000244140625,ok,
64,512,1,4,0.16275200247764587,0.14801599830389023,1.0995568340085866,33554432,201326592,6,226.6946302055114,1360.1677812330686,6.103515625e-05,ok,
64,512,1,8,0.16275200247764587,0.17468799650669098,0.9316725002991952,33554432,201326592,6,192.08207015365699,1152.4924209219419,6.103515625e-05,ok,
64,512,2,4,0.16275200247764587,0.14982400089502335,1.086287921196823,33554432,100663296,3,223.95899054591706,671.8769716377511,6.103515625e-05,ok,
64,512,2,8,0.16275200247764587,0.18823999911546707,0.8645984022652552,33554432,100663296,3,178.25346450101497,534.760393503045,6.103515625e-05,ok,
64,512,3,4,0.16275200247764587,0.19457600265741348,0.8364443726609002,33554432,67108864,2,172.44897388029239,344.89794776058477,6.103515625e-05,ok,
64,512,3,8,0.16275200247764587,0.241007998585701,0.6752970998170927,33554432,67108864,2,139.2253875261665,278.450775052333,6.103515625e-05,ok,
64,512,6,4,0.16275200247764587,0.29052799940109253,0.560193863631561,33554432,33554432,1,115.49465824006846,115.49465824006846,6.103515625e-05,ok,
64,512,6,8,0.16275200247764587,0.20499199628829956,0.7939432047325028,33554432,33554432,1,163.68654682892713,163.68654682892713,6.103515625e-05,ok,
64,2048,1,4,0.5703839957714081,0.499439999461174,1.1420470855093159,134217728,805306368,6,268.7364411036404,1612.4186466218425,6.103515625e-05,ok,
64,2048,1,8,0.5703839957714081,0.6063359975814819,0.9407061399067891,134217728,805306368,6,221.35866670519303,1328.1520002311581,6.103515625e-05,ok,
64,2048,2,4,0.5703839957714081,0.49396800994873047,1.1546982482339472,134217728,402653184,3,271.7134010640297,815.1402031920891,6.103515625e-05,ok,
64,2048,2,8,0.5703839957714081,0.7506240010261536,0.7598797733507785,134217728,402653184,3,178.80820199795812,536.4246059938745,6.103515625e-05,ok,
64,2048,3,4,0.5703839957714081,0.7096959948539734,0.8037018665841139,134217728,268435456,2,189.12003022874117,378.24006045748234,6.103515625e-05,ok,
64,2048,3,8,0.5703839957714081,0.8941760063171387,0.6378878338736246,134217728,268435456,2,150.1021354317092,300.2042708634184,6.103515625e-05,ok,
64,2048,6,4,0.5703839957714081,1.0778560042381287,0.5291838552911139,134217728,134217728,1,124.52287455119797,124.52287455119797,6.103515625e-05,ok,
64,2048,6,8,0.5703839957714081,0.746783971786499,0.7637871423604649,134217728,134217728,1,179.72764958909968,179.72764958909968,6.103515625e-05,ok,
64,4096,1,4,1.1186879873275757,0.967168003320694,1.1566635615391017,268435456,1610612736,6,277.547907993594,1665.2874479615639,6.103515625e-05,ok,
64,4096,1,8,1.1186879873275757,1.2015359997749329,0.931048247857013,268435456,1610612736,6,223.4102482574657,1340.4614895447942,6.103515625e-05,ok,
64,4096,2,4,1.1186879873275757,0.9646880030632019,1.159637088649774,268435456,805306368,3,278.2614224989106,834.7842674967318,6.103515625e-05,ok,
64,4096,2,8,1.1186879873275757,1.4658880233764648,0.7631469590363641,268435456,805306368,3,183.12139243876013,549.3641773162803,6.103515625e-05,ok,
64,4096,3,4,1.1186879873275757,1.371664047241211,0.8155699564901195,268435456,536870912,2,195.7005846583911,391.4011693167822,6.103515625e-05,ok,
64,4096,3,8,1.1186879873275757,1.7543999552726746,0.6376470678567167,268435456,536870912,2,153.00698976493015,306.0139795298603,6.103515625e-05,ok,
64,4096,6,4,1.1186879873275757,2.123215913772583,0.5268837615953353,268435456,268435456,1,126.42871328287907,126.42871328287907,6.103515625e-05,ok,
64,4096,6,8,1.1186879873275757,1.4576319456100464,0.7674694498132612,268435456,268435456,1,184.1585983405809,184.1585983405809,6.103515625e-05,ok,
64,8192,1,4,2.2241599559783936,1.89164799451828,1.175778983417467,536870912,3221225472,6,283.81121305643205,1702.8672783385923,3.0517578125e-05,ok,
64,8192,1,8,2.2241599559783936,2.385711908340454,0.9322835453026518,536870912,3221225472,6,225.035935865977,1350.215615195862,3.0517578125e-05,ok,
64,8192,2,4,2.2241599559783936,1.9339359998703003,1.1500690592282046,536870912,1610612736,3,277.6053147756727,832.8159443270181,3.0517578125e-05,ok,
64,8192,2,8,2.2241599559783936,2.8973759412765503,0.767646312062098,536870912,1610612736,3,185.29556498058753,555.8866949417626,3.0517578125e-05,ok,
64,8192,3,4,2.2241599559783936,2.730847954750061,0.8144576310481403,536870912,1073741824,2,196.59494812450544,393.18989624901087,3.0517578125e-05,ok,
64,8192,3,8,2.2241599559783936,3.4765759706497192,0.639755890495536,536870912,1073741824,2,154.42519206610837,308.85038413221673,3.0517578125e-05,ok,
64,8192,6,4,2.2241599559783936,4.21230411529541,0.5280150471335122,536870912,536870912,1,127.45302744181116,127.45302744181116,3.0517578125e-05,ok,
64,8192,6,8,2.2241599559783936,2.8834720849990845,0.7713478370570387,536870912,536870912,1,186.18904437917263,186.18904437917263,3.0517578125e-05,ok,
64,16384,1,4,4.482880115509033,3.75055992603302,1.1952562294480096,1073741824,6442450944,6,286.2884063115612,1717.730437869367,3.0517578125e-05,ok,
64,16384,1,8,4.482880115509033,4.7363200187683105,0.9464901226574667,1073741824,6442450944,6,226.70381641129663,1360.2228984677797,3.0517578125e-05,ok,
64,16384,2,4,4.482880115509033,3.8474879264831543,1.16514468691437,1073741824,3221225472,3,279.0760736659329,837.2282209977985,3.0517578125e-05,ok,
64,16384,2,8,4.482880115509033,5.766607999801636,0.7773859634057385,1073741824,3221225472,3,186.19989845623897,558.599695368717,3.0517578125e-05,ok,
64,16384,3,4,4.482880115509033,5.424528121948242,0.8264092313155873,1073741824,2147483648,2,197.94197759903236,395.8839551980647,3.0517578125e-05,ok,
64,16384,3,8,4.482880115509033,6.918207883834839,0.6479828578126108,1073741824,2147483648,2,155.20519793990536,310.4103958798107,3.0517578125e-05,ok,
64,16384,6,4,4.482880115509033,8.383872032165527,0.5347028316164697,1073741824,1073741824,1,128.072305956065,128.072305956065,3.0517578125e-05,ok,
64,16384,6,8,4.482880115509033,5.728288173675537,0.7825863468444549,1073741824,1073741824,1,187.44549705693964,187.44549705693964,3.0517578125e-05,ok,
