CUDA total time
===============
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                       aten::as_strided         0.95%     432.594us         0.95%     432.594us       0.457us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b           946            --  
                                            aten::slice         0.95%     430.661us         1.12%     506.834us       2.560us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b           198            --  
                                            mixed/layer         9.05%       4.109ms        92.79%      42.121ms       1.504ms       0.000us         0.00%       4.965ms     177.324us           0 b           0 b       9.28 Mb    -143.50 Mb            28            --  
                                    mixed/input_rmsnorm         5.10%       2.313ms         6.10%       2.771ms      98.965us       0.000us         0.00%      11.966us       0.427us           0 b           0 b       1.75 Mb     -47.25 Mb            28            --  
                                          aten::reshape         0.53%     239.970us         2.41%       1.094ms      11.765us       0.000us         0.00%      98.333us       1.057us           0 b           0 b      49.00 Mb           0 b            93            --  
                                             aten::view         0.70%     319.858us         0.70%     319.858us       1.221us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b           262            --  
                                       aten::empty_like         0.86%     388.461us         2.96%       1.342ms       6.811us       0.000us         0.00%       0.000us       0.000us           0 b           0 b     254.52 Mb           0 b           197            --  
                                   mixed/qkv_projection         3.92%       1.778ms        13.59%       6.169ms     220.314us       0.000us         0.00%     689.850us      24.637us           0 b           0 b      49.51 Mb     -13.71 Mb            28            --  
                                           aten::linear         1.34%     608.719us        21.12%       9.589ms      48.427us       0.000us         0.00%       4.198ms      21.202us           0 b           0 b     661.77 Mb           0 b           198            --  
                                                aten::t         0.70%     319.522us         1.67%     755.875us       3.818us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b           198            --  
                                        aten::transpose         1.83%     829.957us         2.29%       1.041ms       2.467us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b           422            --  
                                  cudaFuncGetAttributes         1.12%     506.894us         1.12%     506.894us       2.560us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b           198            --  
                                   cudaFuncSetAttribute         0.36%     163.047us         0.36%     163.047us       0.383us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b           426            --  
                                    cudaLaunchKernelExC         2.23%       1.010ms         2.23%       1.010ms       5.103us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b           198            --  
                                             mixed/rope         8.17%       3.707ms         9.58%       4.346ms     155.228us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b     -56.11 Mb            28            --  
                                   mixed/kv_cache_write         2.59%       1.176ms         5.67%       2.573ms      91.900us       0.000us         0.00%     180.801us       6.457us           0 b           0 b           0 b           0 b            28            --  
                                           aten::select         0.67%     302.059us         0.77%     350.385us       3.809us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b            92            --  
                                 mixed/decode_attention         6.52%       2.961ms         8.40%       3.815ms     136.258us       0.000us         0.00%      40.897us       1.461us           0 b           0 b      24.00 Kb    -648.00 Kb            28            --  
                                mixed/prefill_attention         6.42%       2.913ms         7.19%       3.265ms     116.619us       0.000us         0.00%      17.024us       0.608us           0 b           0 b       1.75 Mb     -47.25 Mb            28            --  
                                mixed/output_projection         3.03%       1.374ms        11.44%       5.192ms     185.418us       0.000us         0.00%     625.697us      22.346us           0 b           0 b      50.75 Mb    -145.25 Mb            28            --  
                                            aten::clone         0.25%     112.757us         1.54%     700.626us      25.022us       0.000us         0.00%      98.333us       3.512us           0 b           0 b      49.00 Mb           0 b            28            --  
                                     aten::_unsafe_view         0.10%      44.105us         0.10%      44.105us       1.575us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b            28            --  
                                           aten::matmul         0.77%     349.653us        10.92%       4.957ms      43.484us       0.000us         0.00%       3.508ms      30.774us           0 b           0 b     598.55 Mb           0 b           114            --  
                           mixed/post_attention_rmsnorm         5.53%       2.509ms         6.53%       2.962ms     105.798us       0.000us         0.00%       7.199us       0.257us           0 b           0 b           0 b     -49.00 Mb            28            --  
                                              mixed/mlp         3.60%       1.636ms        14.65%       6.650ms     237.498us       0.000us         0.00%       3.392ms     121.130us           0 b           0 b      49.00 Mb      -1.02 Gb            28            --  
                                        cudaMemsetAsync         0.67%     304.546us         0.67%     304.546us       4.545us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b            67            --  
                           mixed/final_norm_and_lm_head         0.25%     115.330us         0.55%     250.278us     250.278us       0.000us         0.00%     343.839us     343.839us           0 b           0 b       2.90 Mb      -1.76 Mb             1            --  
                                             aten::item         0.02%       9.465us         0.64%     289.246us      36.156us       0.000us         0.00%      18.048us       2.256us           0 b           0 b           0 b           0 b             8            --  
                                   prefill/sample_batch         0.15%      67.206us         0.39%     177.624us     177.624us       0.000us         0.00%      15.936us      15.936us           0 b         -32 b           0 b    -594.50 Kb             1            --  
                                     aten::resolve_conj         0.00%       0.270us         0.00%       0.270us       0.270us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b             1            --  
                                      aten::resolve_neg         0.00%       0.186us         0.00%       0.186us       0.186us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b             1            --  
                                  cudaDeviceSynchronize         0.01%       5.216us         0.01%       5.216us       5.216us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b             1            --  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 45.393ms
Self CUDA time total: 6.557ms


CPU self-time
=============
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg       CPU Mem  Self CPU Mem      CUDA Mem  Self CUDA Mem    # of Calls  Total MFLOPs  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                            mixed/layer         9.05%       4.109ms        92.79%      42.121ms       1.504ms       0.000us         0.00%       4.965ms     177.324us           0 b           0 b       9.28 Mb    -143.50 Mb            28            --  
                                             mixed/rope         8.17%       3.707ms         9.58%       4.346ms     155.228us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b     -56.11 Mb            28            --  
                                               aten::mm         7.25%       3.290ms        10.15%       4.608ms      40.417us       3.508ms        53.51%       3.508ms      30.774us           0 b           0 b     598.55 Mb     598.55 Mb           114   1275667.415  
                                 mixed/decode_attention         6.52%       2.961ms         8.40%       3.815ms     136.258us       0.000us         0.00%      40.897us       1.461us           0 b           0 b      24.00 Kb    -648.00 Kb            28            --  
                                mixed/prefill_attention         6.42%       2.913ms         7.19%       3.265ms     116.619us       0.000us         0.00%      17.024us       0.608us           0 b           0 b       1.75 Mb     -47.25 Mb            28            --  
                           mixed/post_attention_rmsnorm         5.53%       2.509ms         6.53%       2.962ms     105.798us       0.000us         0.00%       7.199us       0.257us           0 b           0 b           0 b     -49.00 Mb            28            --  
                                    mixed/input_rmsnorm         5.10%       2.313ms         6.10%       2.771ms      98.965us       0.000us         0.00%      11.966us       0.427us           0 b           0 b       1.75 Mb     -47.25 Mb            28            --  
                                            aten::addmm         5.03%       2.285ms         7.20%       3.267ms      38.889us     689.850us        10.52%     689.850us       8.212us           0 b           0 b      63.22 Mb     -20.78 Mb            84     91603.599  
                                   mixed/qkv_projection         3.92%       1.778ms        13.59%       6.169ms     220.314us       0.000us         0.00%     689.850us      24.637us           0 b           0 b      49.51 Mb     -13.71 Mb            28            --  
                                              mixed/mlp         3.60%       1.636ms        14.65%       6.650ms     237.498us       0.000us         0.00%       3.392ms     121.130us           0 b           0 b      49.00 Mb      -1.02 Gb            28            --  
                                mixed/output_projection         3.03%       1.374ms        11.44%       5.192ms     185.418us       0.000us         0.00%     625.697us      22.346us           0 b           0 b      50.75 Mb    -145.25 Mb            28            --  
                                   mixed/kv_cache_write         2.59%       1.176ms         5.67%       2.573ms      91.900us       0.000us         0.00%     180.801us       6.457us           0 b           0 b           0 b           0 b            28            --  
                                       cudaLaunchKernel         2.57%       1.166ms         2.57%       1.166ms       4.942us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b           236            --  
                                    cudaLaunchKernelExC         2.23%       1.010ms         2.23%       1.010ms       5.103us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b           198            --  
                                    aten::empty_strided         1.96%     889.018us         1.96%     889.018us       4.939us       0.000us         0.00%       0.000us       0.000us          16 b          16 b     205.53 Mb     205.53 Mb           180            --  
                                        aten::transpose         1.83%     829.957us         2.29%       1.041ms       2.467us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b           422            --  
                                         cuLaunchKernel         1.83%     828.621us         1.83%     828.621us       4.903us      77.086us         1.18%      77.086us       0.456us           0 b           0 b           0 b           0 b           169            --  
                               mixed/profiled_iteration         1.71%     774.738us        99.99%      45.387ms      45.387ms       0.000us         0.00%       5.428ms       5.428ms           0 b           0 b           0 b     -13.95 Mb             1            --  
                            mixed/cache_and_input_setup         1.69%     767.111us         3.48%       1.581ms       1.581ms       0.000us         0.00%      14.145us      14.145us           0 b     -10.63 Kb       1.76 Mb           0 b             1            --  
                                      aten::index_copy_         1.44%     652.126us         2.12%     962.267us      17.183us     180.801us         2.76%     180.801us       3.229us           0 b           0 b           0 b           0 b            56            --  
                                           aten::linear         1.34%     608.719us        21.12%       9.589ms      48.427us       0.000us         0.00%       4.198ms      21.202us           0 b           0 b     661.77 Mb           0 b           198            --  
                                  cudaFuncGetAttributes         1.12%     506.894us         1.12%     506.894us       2.560us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b           198            --  
                                               aten::to         1.09%     492.812us         1.69%     768.717us      69.883us       0.000us         0.00%      10.625us       0.966us          16 b           0 b      15.00 Kb           0 b            11            --  
                                            aten::empty         1.07%     486.976us         1.07%     486.976us       3.896us       0.000us         0.00%       0.000us       0.000us      10.64 Kb      10.64 Kb     133.00 Mb     133.00 Mb           125            --  
                                              aten::add         1.05%     474.431us         1.54%     701.255us      12.522us     134.915us         2.06%     134.915us       2.409us           0 b           0 b      98.00 Mb      98.00 Mb            56        44.728  
                                              aten::cat         1.02%     463.448us         1.39%     630.374us      22.513us     184.133us         2.81%     184.133us       6.576us           0 b           0 b      49.00 Mb      49.00 Mb            28            --  
                                       aten::as_strided         0.95%     432.594us         0.95%     432.594us       0.457us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b           946            --  
                                            aten::slice         0.95%     430.661us         1.12%     506.834us       2.560us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b           198            --  
                                       aten::empty_like         0.86%     388.461us         2.96%       1.342ms       6.811us       0.000us         0.00%       0.000us       0.000us           0 b           0 b     254.52 Mb           0 b           197            --  
                                           aten::matmul         0.77%     349.653us        10.92%       4.957ms      43.484us       0.000us         0.00%       3.508ms      30.774us           0 b           0 b     598.55 Mb           0 b           114            --  
                                            aten::copy_         0.71%     321.984us         1.30%     589.639us      15.119us     108.958us         1.66%     108.958us       2.794us           0 b           0 b           0 b           0 b            39            --  
                                             aten::view         0.70%     319.858us         0.70%     319.858us       1.221us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b           262            --  
                                                aten::t         0.70%     319.522us         1.67%     755.875us       3.818us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b           198            --  
                                        cudaMemsetAsync         0.67%     304.546us         0.67%     304.546us       4.545us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b            67            --  
                                           aten::select         0.67%     302.059us         0.77%     350.385us       3.809us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b            92            --  
                                             aten::silu         0.66%     300.313us         1.06%     482.122us      17.219us     203.261us         3.10%     203.261us       7.259us           0 b           0 b     248.83 Mb     248.83 Mb            28            --  
                                  cudaStreamSynchronize         0.62%     283.239us         0.62%     283.239us      14.907us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b            19            --  
                                              aten::mul         0.58%     263.019us         0.84%     382.309us      13.654us     229.503us         3.50%     229.503us       8.197us           0 b           0 b     248.83 Mb     248.83 Mb            28       130.458  
                                        aten::unsqueeze         0.53%     242.423us         0.65%     296.581us       2.625us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b           113            --  
                                          aten::reshape         0.53%     239.970us         2.41%       1.094ms      11.765us       0.000us         0.00%      98.333us       1.057us           0 b           0 b      49.00 Mb           0 b            93            --  
                                   cudaFuncSetAttribute         0.36%     163.047us         0.36%     163.047us       0.383us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b           426            --  
                                           aten::argmax         0.26%     120.049us         0.42%     190.515us      21.168us      79.264us         1.21%      79.264us       8.807us           0 b           0 b       4.50 Kb       4.50 Kb             9            --  
                           mixed/final_norm_and_lm_head         0.25%     115.330us         0.55%     250.278us     250.278us       0.000us         0.00%     343.839us     343.839us           0 b           0 b       2.90 Mb      -1.76 Mb             1            --  
                                            aten::clone         0.25%     112.757us         1.54%     700.626us      25.022us       0.000us         0.00%      98.333us       3.512us           0 b           0 b      49.00 Mb           0 b            28            --  
                                        cudaMemcpyAsync         0.24%     107.055us         0.24%     107.055us       5.634us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b            19            --  
                                   prefill/sample_batch         0.15%      67.206us         0.39%     177.624us     177.624us       0.000us         0.00%      15.936us      15.936us           0 b         -32 b           0 b    -594.50 Kb             1            --  
                                         aten::_to_copy         0.10%      45.499us         0.61%     275.905us      25.082us       0.000us         0.00%      10.625us       0.966us          16 b           0 b      15.00 Kb           0 b            11            --  
                                     aten::_unsafe_view         0.10%      44.105us         0.10%      44.105us       1.575us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b            28            --  
                                     aten::index_select         0.09%      42.467us         0.22%      99.783us      33.261us      13.696us         0.21%      13.696us       4.565us           0 b           0 b       2.34 Mb           0 b             3            --  
                              aten::_local_scalar_dense         0.06%      25.436us         0.62%     279.781us      34.973us      18.048us         0.28%      18.048us       2.256us           0 b           0 b           0 b           0 b             8            --  
                                          aten::resize_         0.03%      11.930us         0.03%      11.930us       3.977us       0.000us         0.00%       0.000us       0.000us           0 b           0 b       2.34 Mb       2.34 Mb             3            --  
                                          aten::detach_         0.02%      10.650us         0.03%      14.919us       1.492us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b            10            --  
                                             aten::item         0.02%       9.465us         0.64%     289.246us      36.156us       0.000us         0.00%      18.048us       2.256us           0 b           0 b           0 b           0 b             8            --  
                                        aten::embedding         0.01%       6.232us         0.12%      54.808us      54.808us       0.000us         0.00%       6.784us       6.784us           0 b           0 b       1.75 Mb           0 b             1            --  
                                  cudaDeviceSynchronize         0.01%       5.216us         0.01%       5.216us       5.216us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b             1            --  
                                                detach_         0.01%       4.269us         0.01%       4.269us       0.427us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b            10            --  
                                       aten::lift_fresh         0.00%       1.557us         0.00%       1.557us       0.156us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b            10            --  
                                     aten::resolve_conj         0.00%       0.270us         0.00%       0.270us       0.270us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b             1            --  
                                      aten::resolve_neg         0.00%       0.186us         0.00%       0.186us       0.186us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b             1            --  
                            mixed/cache_and_input_setup         0.00%       0.000us         0.00%       0.000us       0.000us     506.719us         7.73%     506.719us     506.719us           0 b           0 b           0 b           0 b             1            --  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 45.393ms
Self CUDA time total: 6.557ms

