CUDA total time
===============
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                       aten::as_strided         0.74%     599.314us         0.74%     599.314us       0.566us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b          1058            --  
                                            aten::slice         0.64%     516.016us         0.75%     611.099us       3.086us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b           198            --  
                                            mixed/layer         5.84%       4.739ms        60.33%      48.945ms       1.748ms       0.000us         0.00%       5.140ms     183.555us           0 b           0 b       9.50 Mb    -143.50 Mb            28            --  
                                    mixed/input_rmsnorm         3.27%       2.650ms         4.01%       3.251ms     116.124us       0.000us         0.00%      11.264us       0.402us           0 b           0 b       1.75 Mb     -47.25 Mb            28            --  
                                          aten::reshape         0.44%     358.354us         1.71%       1.384ms       9.289us       0.000us         0.00%     104.511us       0.701us           0 b           0 b      49.00 Mb           0 b           149            --  
                                             aten::view         0.54%     439.522us         0.54%     439.522us       1.382us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b           318            --  
                                       aten::empty_like         0.59%     481.338us         1.96%       1.594ms       8.089us       0.000us         0.00%       0.000us       0.000us           0 b           0 b     259.88 Mb           0 b           197            --  
                                   mixed/qkv_projection         2.72%       2.208ms         9.36%       7.596ms     271.291us       0.000us         0.00%     697.186us      24.899us           0 b           0 b      49.56 Mb     -15.19 Mb            28            --  
                                           aten::linear         1.01%     821.219us        14.08%      11.419ms      57.673us       0.000us         0.00%       4.294ms      21.686us           0 b           0 b     733.13 Mb           0 b           198            --  
                                                aten::t         0.50%     408.574us         1.17%     949.177us       4.794us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b           198            --  
                                        aten::transpose         1.31%       1.061ms         1.65%       1.339ms       3.173us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b           422            --  
                                  cudaFuncGetAttributes         0.66%     538.922us         0.66%     538.922us       2.722us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b           198            --  
                                   cudaFuncSetAttribute         0.24%     198.763us         0.24%     198.763us       0.467us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b           426            --  
                                    cudaLaunchKernelExC         1.49%       1.210ms         1.49%       1.210ms       6.112us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b           198            --  
                                             mixed/rope         5.10%       4.141ms         6.05%       4.912ms     175.418us       0.000us         0.00%       8.545us       0.305us           0 b           0 b           0 b     -56.88 Mb            28            --  
                                   mixed/kv_cache_write         1.76%       1.424ms         3.93%       3.185ms     113.755us       0.000us         0.00%     178.465us       6.374us           0 b           0 b           0 b           0 b            28            --  
                                           aten::select         0.68%     548.692us         0.78%     629.499us       4.253us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b           148            --  
                                 mixed/decode_attention         4.05%       3.284ms         5.31%       4.305ms     153.750us       0.000us         0.00%      40.864us       1.459us           0 b           0 b     192.00 Kb      -5.06 Mb            28            --  
                                mixed/prefill_attention         3.86%       3.132ms         4.36%       3.541ms     126.472us       0.000us         0.00%      19.072us       0.681us           0 b           0 b       1.75 Mb     -47.25 Mb            28            --  
                                mixed/output_projection         1.98%       1.609ms         7.44%       6.040ms     215.712us       0.000us         0.00%     654.624us      23.379us           0 b           0 b      50.75 Mb    -145.25 Mb            28            --  
                                            aten::clone         0.17%     136.697us         1.01%     817.473us      29.195us       0.000us         0.00%     104.511us       3.733us           0 b           0 b      49.00 Mb           0 b            28            --  
                                     aten::_unsafe_view         0.06%      51.246us         0.06%      51.246us       1.830us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b            28            --  
                                           aten::matmul         0.57%     461.673us         7.03%       5.703ms      50.023us       0.000us         0.00%       3.597ms      31.550us           0 b           0 b     668.38 Mb           0 b           114            --  
                           mixed/post_attention_rmsnorm         3.37%       2.734ms         4.03%       3.273ms     116.885us       0.000us         0.00%       9.344us       0.334us           0 b           0 b           0 b     -49.00 Mb            28            --  
                                              mixed/mlp         2.37%       1.921ms         9.59%       7.778ms     277.769us       0.000us         0.00%       3.520ms     125.721us           0 b           0 b      49.00 Mb      -1.13 Gb            28            --  
                                        cudaMemsetAsync         0.66%     537.851us         0.66%     537.851us       4.373us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b           123            --  
                           mixed/final_norm_and_lm_head         0.17%     135.405us         0.39%     313.623us     313.623us       0.000us         0.00%     350.528us     350.528us           0 b           0 b      19.13 Mb      -1.76 Mb             1            --  
                                             aten::item         0.18%     147.000us        28.18%      22.859ms     357.178us       0.000us         0.00%     145.600us       2.275us           0 b           0 b           0 b           0 b            64            --  
                                   prefill/sample_batch         0.14%     114.526us         0.33%     271.279us     271.279us       0.000us         0.00%      15.809us      15.809us           0 b         -32 b           0 b    -594.50 Kb             1            --  
                                     aten::resolve_conj         0.00%       1.100us         0.00%       1.100us       1.100us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b             1            --  
                                      aten::resolve_neg         0.00%       0.536us         0.00%       0.536us       0.536us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b             1            --  
                                  cudaDeviceSynchronize         0.01%       8.422us         0.01%       8.422us       8.422us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b             1            --  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 81.131ms
Self CUDA time total: 70.030ms


CPU self-time
=============
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg       CPU Mem  Self CPU Mem      CUDA Mem  Self CUDA Mem    # of Calls  Total MFLOPs  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                  cudaStreamSynchronize        27.42%      22.243ms        27.42%      22.243ms     296.579us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b            75            --  
                                            mixed/layer         5.84%       4.739ms        60.33%      48.945ms       1.748ms       0.000us         0.00%       5.140ms     183.555us           0 b           0 b       9.50 Mb    -143.50 Mb            28            --  
                                             mixed/rope         5.10%       4.141ms         6.05%       4.912ms     175.418us       0.000us         0.00%       8.545us       0.305us           0 b           0 b           0 b     -56.88 Mb            28            --  
                                               aten::mm         4.56%       3.698ms         6.46%       5.241ms      45.974us       3.597ms         5.14%       3.597ms      31.550us           0 b           0 b     668.38 Mb     668.38 Mb           114   1438682.186  
                                 mixed/decode_attention         4.05%       3.284ms         5.31%       4.305ms     153.750us       0.000us         0.00%      40.864us       1.459us           0 b           0 b     192.00 Kb      -5.06 Mb            28            --  
                            mixed/cache_and_input_setup         3.88%       3.148ms         6.57%       5.333ms       5.333ms       0.000us         0.00%      18.401us      18.401us           0 b    -139.91 Kb       1.89 Mb           0 b             1            --  
                                mixed/prefill_attention         3.86%       3.132ms         4.36%       3.541ms     126.472us       0.000us         0.00%      19.072us       0.681us           0 b           0 b       1.75 Mb     -47.25 Mb            28            --  
                                            aten::addmm         3.42%       2.776ms         4.86%       3.946ms      46.979us     697.186us         1.00%     697.186us       8.300us           0 b           0 b      64.75 Mb     -19.25 Mb            84    101468.602  
                           mixed/post_attention_rmsnorm         3.37%       2.734ms         4.03%       3.273ms     116.885us       0.000us         0.00%       9.344us       0.334us           0 b           0 b           0 b     -49.00 Mb            28            --  
                                    mixed/input_rmsnorm         3.27%       2.650ms         4.01%       3.251ms     116.124us       0.000us         0.00%      11.264us       0.402us           0 b           0 b       1.75 Mb     -47.25 Mb            28            --  
                                   mixed/qkv_projection         2.72%       2.208ms         9.36%       7.596ms     271.291us       0.000us         0.00%     697.186us      24.899us           0 b           0 b      49.56 Mb     -15.19 Mb            28            --  
                                              mixed/mlp         2.37%       1.921ms         9.59%       7.778ms     277.769us       0.000us         0.00%       3.520ms     125.721us           0 b           0 b      49.00 Mb      -1.13 Gb            28            --  
                                               aten::to         2.14%       1.736ms         2.58%       2.094ms     190.374us       0.000us         0.00%      14.944us       1.359us          16 b           0 b     143.00 Kb           0 b            11            --  
                               mixed/profiled_iteration         2.06%       1.670ms        99.99%      81.123ms      81.123ms       0.000us         0.00%       6.219ms       6.219ms           0 b           0 b           0 b     -30.55 Mb             1            --  
                                mixed/output_projection         1.98%       1.609ms         7.44%       6.040ms     215.712us       0.000us         0.00%     654.624us      23.379us           0 b           0 b      50.75 Mb    -145.25 Mb            28            --  
                                       cudaLaunchKernel         1.95%       1.585ms         1.95%       1.585ms       5.428us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b           292            --  
                                   mixed/kv_cache_write         1.76%       1.424ms         3.93%       3.185ms     113.755us       0.000us         0.00%     178.465us       6.374us           0 b           0 b           0 b           0 b            28            --  
                                    cudaLaunchKernelExC         1.49%       1.210ms         1.49%       1.210ms       6.112us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b           198            --  
                                        aten::transpose         1.31%       1.061ms         1.65%       1.339ms       3.173us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b           422            --  
                                    aten::empty_strided         1.29%       1.047ms         1.29%       1.047ms       5.817us       0.000us         0.00%       0.000us       0.000us          16 b          16 b     211.01 Mb     211.01 Mb           180            --  
                                         cuLaunchKernel         1.23%     999.179us         1.23%     999.179us       5.912us      89.089us         0.13%      89.089us       0.527us           0 b           0 b           0 b           0 b           169            --  
                                           aten::argmax         1.14%     921.474us         1.88%       1.528ms      23.507us     557.380us         0.80%     557.380us       8.575us           0 b           0 b      32.50 Kb      32.50 Kb            65            --  
                                      aten::index_copy_         1.03%     836.526us         1.50%       1.218ms      21.744us     178.465us         0.25%     178.465us       3.187us           0 b           0 b           0 b           0 b            56            --  
                                           aten::linear         1.01%     821.219us        14.08%      11.419ms      57.673us       0.000us         0.00%       4.294ms      21.686us           0 b           0 b     733.13 Mb           0 b           198            --  
                                            aten::empty         0.76%     613.701us         0.76%     613.701us       4.910us       0.000us         0.00%       0.000us       0.000us     139.93 Kb     139.93 Kb     133.00 Mb     133.00 Mb           125            --  
                                       aten::as_strided         0.74%     599.314us         0.74%     599.314us       0.566us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b          1058            --  
                                           aten::select         0.68%     548.692us         0.78%     629.499us       4.253us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b           148            --  
                                              aten::add         0.67%     545.931us         1.00%     814.259us      14.540us     153.409us         0.22%     153.409us       2.739us           0 b           0 b      98.00 Mb      98.00 Mb            56        49.545  
                                  cudaFuncGetAttributes         0.66%     538.922us         0.66%     538.922us       2.722us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b           198            --  
                                        cudaMemsetAsync         0.66%     537.851us         0.66%     537.851us       4.373us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b           123            --  
                                              aten::cat         0.65%     524.250us         0.88%     714.815us      25.529us     195.551us         0.28%     195.551us       6.984us           0 b           0 b      49.00 Mb      49.00 Mb            28            --  
                                            aten::slice         0.64%     516.016us         0.75%     611.099us       3.086us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b           198            --  
                                       aten::empty_like         0.59%     481.338us         1.96%       1.594ms       8.089us       0.000us         0.00%       0.000us       0.000us           0 b           0 b     259.88 Mb           0 b           197            --  
                                           aten::matmul         0.57%     461.673us         7.03%       5.703ms      50.023us       0.000us         0.00%       3.597ms      31.550us           0 b           0 b     668.38 Mb           0 b           114            --  
                                             aten::view         0.54%     439.522us         0.54%     439.522us       1.382us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b           318            --  
                                                aten::t         0.50%     408.574us         1.17%     949.177us       4.794us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b           198            --  
                                        cudaMemcpyAsync         0.47%     377.951us         0.47%     377.951us       5.039us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b            75            --  
                                            aten::copy_         0.46%     370.147us         0.86%     694.228us      17.801us     119.455us         0.17%     119.455us       3.063us           0 b           0 b           0 b           0 b            39            --  
                                          aten::reshape         0.44%     358.354us         1.71%       1.384ms       9.289us       0.000us         0.00%     104.511us       0.701us           0 b           0 b      49.00 Mb           0 b           149            --  
                                             aten::silu         0.44%     356.889us         0.64%     519.197us      18.543us     223.586us         0.32%     223.586us       7.985us           0 b           0 b     284.38 Mb     284.38 Mb            28            --  
                                              aten::mul         0.39%     318.273us         0.56%     453.046us      16.180us     248.868us         0.36%     248.868us       8.888us           0 b           0 b     275.62 Mb     275.62 Mb            28       144.507  
                                        aten::unsqueeze         0.36%     293.258us         0.45%     362.041us       3.204us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b           113            --  
                              aten::_local_scalar_dense         0.32%     261.677us        27.99%      22.712ms     354.881us     145.600us         0.21%     145.600us       2.275us           0 b           0 b           0 b           0 b            64            --  
                                   cudaFuncSetAttribute         0.24%     198.763us         0.24%     198.763us       0.467us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b           426            --  
                                             aten::item         0.18%     147.000us        28.18%      22.859ms     357.178us       0.000us         0.00%     145.600us       2.275us           0 b           0 b           0 b           0 b            64            --  
                                            aten::clone         0.17%     136.697us         1.01%     817.473us      29.195us       0.000us         0.00%     104.511us       3.733us           0 b           0 b      49.00 Mb           0 b            28            --  
                           mixed/final_norm_and_lm_head         0.17%     135.405us         0.39%     313.623us     313.623us       0.000us         0.00%     350.528us     350.528us           0 b           0 b      19.13 Mb      -1.76 Mb             1            --  
                                   prefill/sample_batch         0.14%     114.526us         0.33%     271.279us     271.279us       0.000us         0.00%      15.809us      15.809us           0 b         -32 b           0 b    -594.50 Kb             1            --  
                                     aten::index_select         0.09%      72.127us         0.19%     154.532us      51.511us      13.601us         0.02%      13.601us       4.534us           0 b           0 b       2.34 Mb           0 b             3            --  
                                         aten::_to_copy         0.07%      59.227us         0.44%     358.138us      32.558us       0.000us         0.00%      14.944us       1.359us          16 b           0 b     143.00 Kb           0 b            11            --  
                                     aten::_unsafe_view         0.06%      51.246us         0.06%      51.246us       1.830us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b            28            --  
                                          aten::resize_         0.03%      21.409us         0.03%      21.409us       7.136us       0.000us         0.00%       0.000us       0.000us           0 b           0 b       2.34 Mb       2.34 Mb             3            --  
                                          aten::detach_         0.02%      18.121us         0.03%      25.600us       2.560us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b            10            --  
                                        aten::embedding         0.01%       8.877us         0.10%      78.763us      78.763us       0.000us         0.00%       6.881us       6.881us           0 b           0 b       1.75 Mb           0 b             1            --  
                                  cudaDeviceSynchronize         0.01%       8.422us         0.01%       8.422us       8.422us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b             1            --  
                                                detach_         0.01%       7.479us         0.01%       7.479us       0.748us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b            10            --  
                                       aten::lift_fresh         0.00%       2.525us         0.00%       2.525us       0.252us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b            10            --  
                                     aten::resolve_conj         0.00%       1.100us         0.00%       1.100us       1.100us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b             1            --  
                                      aten::resolve_neg         0.00%       0.536us         0.00%       0.536us       0.536us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b             1            --  
                            mixed/cache_and_input_setup         0.00%       0.000us         0.00%       0.000us       0.000us       2.949ms         4.21%       2.949ms       2.949ms           0 b           0 b           0 b           0 b             1            --  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 81.131ms
Self CUDA time total: 70.030ms

