CUDA total time
===============
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                            mixed/layer         7.12%       4.211ms        75.06%      44.382ms       1.585ms       0.000us         0.00%      22.829ms     815.313us           0 b           0 b      64.50 Mb    -991.69 Mb            28            --  
                                    mixed/input_rmsnorm         4.19%       2.478ms         5.07%       2.996ms     106.992us       0.000us         0.00%      21.920us       0.783us           0 b           0 b      12.09 Mb    -326.53 Mb            28            --  
                                          aten::reshape         0.48%     284.271us         2.02%       1.197ms      10.228us       0.000us         0.00%     429.473us       3.671us           0 b           0 b     338.62 Mb           0 b           117            --  
                                             aten::view         0.57%     339.369us         0.57%     339.369us       1.187us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b           286            --  
                                       aten::empty_like         0.73%     431.461us         2.44%       1.440ms       7.309us       0.000us         0.00%       0.000us       0.000us           0 b           0 b       1.72 Gb           0 b           197            --  
                                   mixed/qkv_projection         3.17%       1.873ms        11.48%       6.786ms     242.346us       0.000us         0.00%       1.676ms      59.869us           0 b           0 b     342.66 Mb    -108.84 Mb            28            --  
                                           aten::linear         1.16%     684.091us        17.61%      10.416ms      52.604us       0.000us         0.00%      16.352ms      82.585us           0 b           0 b       4.97 Gb           0 b           198            --  
                                                aten::t         0.64%     380.230us         1.43%     844.866us       4.267us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b           198            --  
                                        aten::transpose         1.52%     897.922us         1.89%       1.115ms       2.642us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b           422            --  
                                  cudaFuncGetAttributes         0.89%     524.415us         0.89%     524.415us       2.649us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b           198            --  
                                        cudaMemsetAsync         0.98%     580.190us         0.98%     580.190us       3.947us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b           147            --  
                                   cudaFuncSetAttribute         0.36%     213.266us         0.36%     213.266us       0.359us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b           594            --  
                                    cudaLaunchKernelExC         1.72%       1.019ms         1.72%       1.019ms       5.145us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b           198            --  
                                             mixed/rope         6.44%       3.809ms         7.55%       4.464ms     159.444us       0.000us         0.00%     437.984us      15.642us           0 b           0 b           0 b    -395.06 Mb            28            --  
                                   mixed/kv_cache_write         2.06%       1.216ms         4.62%       2.733ms      97.608us       0.000us         0.00%     294.587us      10.521us           0 b           0 b           0 b           0 b            28            --  
                                           aten::select         0.65%     384.897us         0.75%     442.178us       3.812us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b           116            --  
                                 mixed/decode_attention         5.10%       3.013ms         6.65%       3.933ms     140.451us       0.000us         0.00%     218.656us       7.809us           0 b           0 b      96.00 Kb      -2.53 Mb            28            --  
                                mixed/prefill_attention         4.95%       2.926ms         5.59%       3.305ms     118.028us       0.000us         0.00%     162.496us       5.803us           0 b           0 b      12.00 Mb    -324.00 Mb            28            --  
                                mixed/output_projection         2.60%       1.535ms         9.80%       5.797ms     207.025us       0.000us         0.00%       2.871ms     102.526us           0 b           0 b     350.72 Mb   -1003.78 Mb            28            --  
                                            aten::clone         0.21%     125.345us         1.26%     742.508us      26.518us       0.000us         0.00%     429.473us      15.338us           0 b           0 b     338.62 Mb           0 b            28            --  
                                     aten::_unsafe_view         0.08%      47.143us         0.08%      47.143us       1.684us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b            28            --  
                                           aten::matmul         0.65%     384.372us         8.82%       5.215ms      45.742us       0.000us         0.00%      14.676ms     128.733us           0 b           0 b       4.53 Gb           0 b           114            --  
                           mixed/post_attention_rmsnorm         4.43%       2.621ms         5.24%       3.099ms     110.689us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b    -338.62 Mb            28            --  
                                              mixed/mlp         2.83%       1.675ms        11.42%       6.755ms     241.240us       0.000us         0.00%      17.146ms     612.360us           0 b           0 b     338.62 Mb      -8.05 Gb            28            --  
                           mixed/final_norm_and_lm_head         0.19%     115.220us         0.47%     278.501us     278.501us       0.000us         0.00%     350.624us     350.624us           0 b           0 b       9.85 Mb     -12.10 Mb             1            --  
                                             aten::item         0.07%      43.854us        13.54%       8.005ms     250.145us       0.000us         0.00%      73.312us       2.291us           0 b           0 b           0 b           0 b            32            --  
                                   prefill/sample_batch         0.19%     114.816us         0.45%     265.698us     265.698us       0.000us         0.00%      15.584us      15.584us           0 b         -32 b           0 b    -594.50 Kb             1            --  
                                     aten::resolve_conj         0.00%       0.603us         0.00%       0.603us       0.603us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b             1            --  
                                      aten::resolve_neg         0.00%       0.425us         0.00%       0.425us       0.425us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b             1            --  
                                  cudaDeviceSynchronize         0.01%       7.705us         0.01%       7.705us       7.705us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b             1            --  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 59.130ms
Self CUDA time total: 50.863ms


CPU self-time
=============
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg       CPU Mem  Self CPU Mem      CUDA Mem  Self CUDA Mem    # of Calls  Total MFLOPs  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                  cudaStreamSynchronize        13.22%       7.817ms        13.22%       7.817ms     181.802us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b            43            --  
                                            mixed/layer         7.12%       4.211ms        75.06%      44.382ms       1.585ms       0.000us         0.00%      22.829ms     815.313us           0 b           0 b      64.50 Mb    -991.69 Mb            28            --  
                                             mixed/rope         6.44%       3.809ms         7.55%       4.464ms     159.444us       0.000us         0.00%     437.984us      15.642us           0 b           0 b           0 b    -395.06 Mb            28            --  
                                               aten::mm         5.78%       3.416ms         8.17%       4.830ms      42.370us      14.676ms        28.85%      14.676ms     128.733us           0 b           0 b       4.53 Gb       4.53 Gb           114  10105653.559  
                            mixed/cache_and_input_setup         5.51%       3.259ms         7.15%       4.228ms       4.228ms       0.000us         0.00%      52.638us      52.638us           0 b     -99.91 Kb      12.19 Mb           0 b             1            --  
                                 mixed/decode_attention         5.10%       3.013ms         6.65%       3.933ms     140.451us       0.000us         0.00%     218.656us       7.809us           0 b           0 b      96.00 Kb      -2.53 Mb            28            --  
                                mixed/prefill_attention         4.95%       2.926ms         5.59%       3.305ms     118.028us       0.000us         0.00%     162.496us       5.803us           0 b           0 b      12.00 Mb    -324.00 Mb            28            --  
                           mixed/post_attention_rmsnorm         4.43%       2.621ms         5.24%       3.099ms     110.689us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b    -338.62 Mb            28            --  
                                    mixed/input_rmsnorm         4.19%       2.478ms         5.07%       2.996ms     106.992us       0.000us         0.00%      21.920us       0.783us           0 b           0 b      12.09 Mb    -326.53 Mb            28            --  
                                            aten::addmm         4.18%       2.472ms         6.21%       3.672ms      43.715us       1.676ms         3.30%       1.676ms      19.956us           0 b           0 b     451.50 Mb     367.50 Mb            84    727191.650  
                                   mixed/qkv_projection         3.17%       1.873ms        11.48%       6.786ms     242.346us       0.000us         0.00%       1.676ms      59.869us           0 b           0 b     342.66 Mb    -108.84 Mb            28            --  
                                              mixed/mlp         2.83%       1.675ms        11.42%       6.755ms     241.240us       0.000us         0.00%      17.146ms     612.360us           0 b           0 b     338.62 Mb      -8.05 Gb            28            --  
                                mixed/output_projection         2.60%       1.535ms         9.80%       5.797ms     207.025us       0.000us         0.00%       2.871ms     102.526us           0 b           0 b     350.72 Mb   -1003.78 Mb            28            --  
                                       cudaLaunchKernel         2.16%       1.278ms         2.16%       1.278ms       4.914us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b           260            --  
                               mixed/profiled_iteration         2.15%       1.272ms        99.99%      59.123ms      59.123ms       0.000us         0.00%      23.598ms      23.598ms           0 b           0 b           0 b     -86.56 Mb             1            --  
                                   mixed/kv_cache_write         2.06%       1.216ms         4.62%       2.733ms      97.608us       0.000us         0.00%     294.587us      10.521us           0 b           0 b           0 b           0 b            28            --  
                                    cudaLaunchKernelExC         1.72%       1.019ms         1.72%       1.019ms       5.145us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b           198            --  
                                    aten::empty_strided         1.62%     957.312us         1.62%     957.312us       5.318us       0.000us         0.00%       0.000us       0.000us          16 b          16 b       1.39 Gb       1.39 Gb           180            --  
                                        aten::transpose         1.52%     897.922us         1.89%       1.115ms       2.642us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b           422            --  
                                         cuLaunchKernel         1.47%     870.515us         1.47%     870.515us       5.151us     841.056us         1.65%     841.056us       4.977us           0 b           0 b           0 b           0 b           169            --  
                                      aten::index_copy_         1.22%     724.070us         1.77%       1.045ms      18.659us     294.587us         0.58%     294.587us       5.260us           0 b           0 b           0 b           0 b            56            --  
                                           aten::linear         1.16%     684.091us        17.61%      10.416ms      52.604us       0.000us         0.00%      16.352ms      82.585us           0 b           0 b       4.97 Gb           0 b           198            --  
                                        cudaMemsetAsync         0.98%     580.190us         0.98%     580.190us       3.947us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b           147            --  
                                  cudaFuncGetAttributes         0.89%     524.415us         0.89%     524.415us       2.649us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b           198            --  
                                            aten::empty         0.88%     522.008us         0.88%     522.008us       4.176us       0.000us         0.00%       0.000us       0.000us      99.93 Kb      99.93 Kb     422.62 Mb     422.62 Mb           125            --  
                                              aten::add         0.87%     513.521us         1.25%     740.852us      13.230us     616.575us         1.21%     616.575us      11.010us           0 b           0 b     677.25 Mb     677.25 Mb            56       355.074  
                                               aten::to         0.86%     510.904us         1.47%     866.985us      78.817us       0.000us         0.00%      16.607us       1.510us          16 b           0 b     103.50 Kb           0 b            11            --  
                                              aten::cat         0.84%     496.884us         1.15%     678.962us      24.249us       1.108ms         2.18%       1.108ms      39.579us           0 b           0 b     338.62 Mb     338.62 Mb            28            --  
                                            aten::slice         0.83%     493.521us         0.97%     571.702us       2.887us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b           198            --  
                                       aten::as_strided         0.78%     461.662us         0.78%     461.662us       0.464us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b           994            --  
                                       aten::empty_like         0.73%     431.461us         2.44%       1.440ms       7.309us       0.000us         0.00%       0.000us       0.000us           0 b           0 b       1.72 Gb           0 b           197            --  
                                           aten::argmax         0.66%     387.596us         1.06%     624.175us      18.914us     285.888us         0.56%     285.888us       8.663us           0 b           0 b      16.50 Kb      16.50 Kb            33            --  
                                           aten::select         0.65%     384.897us         0.75%     442.178us       3.812us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b           116            --  
                                           aten::matmul         0.65%     384.372us         8.82%       5.215ms      45.742us       0.000us         0.00%      14.676ms     128.733us           0 b           0 b       4.53 Gb           0 b           114            --  
                                                aten::t         0.64%     380.230us         1.43%     844.866us       4.267us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b           198            --  
                                            aten::copy_         0.59%     347.259us         1.11%     655.201us      16.800us     446.080us         0.88%     446.080us      11.438us           0 b           0 b           0 b           0 b            39            --  
                                             aten::view         0.57%     339.369us         0.57%     339.369us       1.187us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b           286            --  
                                              aten::mul         0.53%     313.154us         0.74%     436.763us      15.599us       2.013ms         3.96%       2.013ms      71.902us           0 b           0 b       1.93 Gb       1.93 Gb            28      1035.633  
                                             aten::silu         0.52%     309.121us         0.77%     457.569us      16.342us       1.522ms         2.99%       1.522ms      54.339us           0 b           0 b       1.93 Gb       1.93 Gb            28            --  
                                          aten::reshape         0.48%     284.271us         2.02%       1.197ms      10.228us       0.000us         0.00%     429.473us       3.671us           0 b           0 b     338.62 Mb           0 b           117            --  
                                        aten::unsqueeze         0.46%     274.364us         0.56%     333.546us       2.952us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b           113            --  
                                        cudaMemcpyAsync         0.37%     217.376us         0.37%     217.376us       5.055us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b            43            --  
                                   cudaFuncSetAttribute         0.36%     213.266us         0.36%     213.266us       0.359us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b           594            --  
                                            aten::clone         0.21%     125.345us         1.26%     742.508us      26.518us       0.000us         0.00%     429.473us      15.338us           0 b           0 b     338.62 Mb           0 b            28            --  
                           mixed/final_norm_and_lm_head         0.19%     115.220us         0.47%     278.501us     278.501us       0.000us         0.00%     350.624us     350.624us           0 b           0 b       9.85 Mb     -12.10 Mb             1            --  
                                   prefill/sample_batch         0.19%     114.816us         0.45%     265.698us     265.698us       0.000us         0.00%      15.584us      15.584us           0 b         -32 b           0 b    -594.50 Kb             1            --  
                              aten::_local_scalar_dense         0.16%      92.804us        13.46%       7.961ms     248.775us      73.312us         0.14%      73.312us       2.291us           0 b           0 b           0 b           0 b            32            --  
                                     aten::index_select         0.13%      79.672us         0.29%     168.817us      56.272us      45.983us         0.09%      45.983us      15.328us           0 b           0 b      12.68 Mb           0 b             3            --  
                                         aten::_to_copy         0.09%      55.744us         0.60%     356.081us      32.371us       0.000us         0.00%      16.607us       1.510us          16 b           0 b     103.50 Kb           0 b            11            --  
                                     aten::_unsafe_view         0.08%      47.143us         0.08%      47.143us       1.684us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b            28            --  
                                             aten::item         0.07%      43.854us        13.54%       8.005ms     250.145us       0.000us         0.00%      73.312us       2.291us           0 b           0 b           0 b           0 b            32            --  
                                          aten::resize_         0.03%      19.618us         0.03%      19.618us       6.539us       0.000us         0.00%       0.000us       0.000us           0 b           0 b      12.68 Mb      12.68 Mb             3            --  
                                          aten::detach_         0.02%      14.622us         0.04%      21.399us       2.140us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b            10            --  
                                        aten::embedding         0.02%      11.839us         0.17%     102.920us     102.920us       0.000us         0.00%      39.455us      39.455us           0 b           0 b      12.09 Mb           0 b             1            --  
                                  cudaDeviceSynchronize         0.01%       7.705us         0.01%       7.705us       7.705us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b             1            --  
                                                detach_         0.01%       6.777us         0.01%       6.777us       0.678us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b            10            --  
                                       aten::lift_fresh         0.00%       2.487us         0.00%       2.487us       0.249us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b            10            --  
                                     aten::resolve_conj         0.00%       0.603us         0.00%       0.603us       0.603us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b             1            --  
                                      aten::resolve_neg         0.00%       0.425us         0.00%       0.425us       0.425us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b             1            --  
                            mixed/cache_and_input_setup         0.00%       0.000us         0.00%       0.000us       0.000us       1.858ms         3.65%       1.858ms       1.858ms           0 b           0 b           0 b           0 b             1            --  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 59.130ms
Self CUDA time total: 50.863ms

