CUDA total time
===============
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                            mixed/layer         8.00%       5.441ms        83.65%      56.917ms       2.033ms       0.000us         0.00%      22.856ms     816.294us           0 b           0 b      64.50 Mb    -991.69 Mb            28            --  
                                    mixed/input_rmsnorm         4.67%       3.174ms         5.64%       3.839ms     137.103us       0.000us         0.00%      22.303us       0.797us           0 b           0 b      12.09 Mb    -326.53 Mb            28            --  
                                          aten::reshape         0.51%     344.098us         2.15%       1.465ms      12.523us       0.000us         0.00%     430.815us       3.682us           0 b           0 b     338.62 Mb           0 b           117            --  
                                             aten::view         0.72%     489.587us         0.72%     489.587us       1.712us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b           286            --  
                                       aten::empty_like         0.74%     501.438us         2.62%       1.786ms       9.065us       0.000us         0.00%       0.000us       0.000us           0 b           0 b       1.72 Gb           0 b           197            --  
                                   mixed/qkv_projection         4.27%       2.902ms        13.29%       9.045ms     323.038us       0.000us         0.00%       1.669ms      59.614us           0 b           0 b     342.66 Mb    -108.84 Mb            28            --  
                                           aten::linear         1.22%     830.127us        20.00%      13.606ms      68.716us       0.000us         0.00%      16.396ms      82.806us           0 b           0 b       4.97 Gb           0 b           198            --  
                                                aten::t         0.84%     571.791us         1.68%       1.141ms       5.762us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b           198            --  
                                        aten::transpose         1.59%       1.084ms         2.01%       1.366ms       3.237us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b           422            --  
                                  cudaFuncGetAttributes         0.97%     659.513us         0.97%     659.513us       3.331us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b           198            --  
                                        cudaMemsetAsync         1.06%     719.977us         1.06%     719.977us       4.898us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b           147            --  
                                   cudaFuncSetAttribute         0.42%     284.209us         0.42%     284.209us       0.478us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b           594            --  
                                    cudaLaunchKernelExC         1.87%       1.275ms         1.87%       1.275ms       6.439us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b           198            --  
                                             mixed/rope         7.00%       4.766ms         8.19%       5.571ms     198.954us       0.000us         0.00%     441.504us      15.768us           0 b           0 b           0 b    -395.06 Mb            28            --  
                                   mixed/kv_cache_write         2.40%       1.631ms         5.21%       3.542ms     126.506us       0.000us         0.00%     299.164us      10.684us           0 b           0 b           0 b           0 b            28            --  
                                           aten::select         0.69%     467.619us         0.79%     539.723us       4.653us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b           116            --  
                                 mixed/decode_attention         5.75%       3.911ms         7.46%       5.077ms     181.321us       0.000us         0.00%     218.400us       7.800us           0 b           0 b      96.00 Kb      -2.53 Mb            28            --  
                                mixed/prefill_attention         5.50%       3.742ms         6.18%       4.206ms     150.209us       0.000us         0.00%     162.591us       5.807us           0 b           0 b      12.00 Mb    -324.00 Mb            28            --  
                                mixed/output_projection         2.89%       1.970ms        10.71%       7.290ms     260.367us       0.000us         0.00%       2.838ms     101.350us           0 b           0 b     350.72 Mb   -1003.78 Mb            28            --  
                                            aten::clone         0.22%     150.567us         1.34%     911.060us      32.538us       0.000us         0.00%     430.815us      15.386us           0 b           0 b     338.62 Mb           0 b            28            --  
                                     aten::_unsafe_view         0.08%      55.790us         0.08%      55.790us       1.992us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b            28            --  
                                           aten::matmul         0.70%     475.885us        10.36%       7.052ms      61.860us       0.000us         0.00%      14.726ms     129.179us           0 b           0 b       4.53 Gb           0 b           114            --  
                           mixed/post_attention_rmsnorm         4.93%       3.352ms         5.81%       3.952ms     141.145us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b    -338.62 Mb            28            --  
                                              mixed/mlp         3.14%       2.136ms        12.61%       8.578ms     306.365us       0.000us         0.00%      17.205ms     614.475us           0 b           0 b     338.62 Mb      -8.05 Gb            28            --  
                           mixed/final_norm_and_lm_head         0.18%     124.687us         1.06%     719.116us     719.116us       0.000us         0.00%     350.401us     350.401us           0 b           0 b       9.85 Mb     -12.10 Mb             1            --  
                                             aten::item         0.07%      45.507us         0.77%     523.560us      16.361us       0.000us         0.00%      72.896us       2.278us           0 b           0 b           0 b           0 b            32            --  
                                   prefill/sample_batch         0.16%     109.543us         0.36%     241.985us     241.985us       0.000us         0.00%      16.064us      16.064us           0 b         -32 b           0 b    -594.50 Kb             1            --  
                                     aten::resolve_conj         0.00%       0.706us         0.00%       0.706us       0.706us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b             1            --  
                                      aten::resolve_neg         0.00%       0.317us         0.00%       0.317us       0.317us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b             1            --  
                                  cudaDeviceSynchronize         0.01%       7.794us         0.01%       7.794us       7.794us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b             1            --  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 68.038ms
Self CUDA time total: 37.557ms


CPU self-time
=============
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg       CPU Mem  Self CPU Mem      CUDA Mem  Self CUDA Mem    # of Calls  Total MFLOPs  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                            mixed/cache_and_input_setup         8.89%       6.047ms        10.37%       7.053ms       7.053ms       0.000us         0.00%      52.224us      52.224us           0 b     -97.91 Kb      12.19 Mb           0 b             1            --  
                                            mixed/layer         8.00%       5.441ms        83.65%      56.917ms       2.033ms       0.000us         0.00%      22.856ms     816.294us           0 b           0 b      64.50 Mb    -991.69 Mb            28            --  
                                               aten::mm         7.01%       4.770ms         9.67%       6.576ms      57.686us      14.726ms        39.21%      14.726ms     129.179us           0 b           0 b       4.53 Gb       4.53 Gb           114  10105653.559  
                                             mixed/rope         7.00%       4.766ms         8.19%       5.571ms     198.954us       0.000us         0.00%     441.504us      15.768us           0 b           0 b           0 b    -395.06 Mb            28            --  
                                 mixed/decode_attention         5.75%       3.911ms         7.46%       5.077ms     181.321us       0.000us         0.00%     218.400us       7.800us           0 b           0 b      96.00 Kb      -2.53 Mb            28            --  
                                mixed/prefill_attention         5.50%       3.742ms         6.18%       4.206ms     150.209us       0.000us         0.00%     162.591us       5.807us           0 b           0 b      12.00 Mb    -324.00 Mb            28            --  
                           mixed/post_attention_rmsnorm         4.93%       3.352ms         5.81%       3.952ms     141.145us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b    -338.62 Mb            28            --  
                                    mixed/input_rmsnorm         4.67%       3.174ms         5.64%       3.839ms     137.103us       0.000us         0.00%      22.303us       0.797us           0 b           0 b      12.09 Mb    -326.53 Mb            28            --  
                                            aten::addmm         4.54%       3.091ms         6.74%       4.583ms      54.556us       1.669ms         4.44%       1.669ms      19.871us           0 b           0 b     451.50 Mb     367.50 Mb            84    727191.650  
                                   mixed/qkv_projection         4.27%       2.902ms        13.29%       9.045ms     323.038us       0.000us         0.00%       1.669ms      59.614us           0 b           0 b     342.66 Mb    -108.84 Mb            28            --  
                                              mixed/mlp         3.14%       2.136ms        12.61%       8.578ms     306.365us       0.000us         0.00%      17.205ms     614.475us           0 b           0 b     338.62 Mb      -8.05 Gb            28            --  
                                mixed/output_projection         2.89%       1.970ms        10.71%       7.290ms     260.367us       0.000us         0.00%       2.838ms     101.350us           0 b           0 b     350.72 Mb   -1003.78 Mb            28            --  
                               mixed/profiled_iteration         2.77%       1.886ms        99.99%      68.030ms      68.030ms       0.000us         0.00%      23.625ms      23.625ms           0 b           0 b           0 b     -86.56 Mb             1            --  
                                   mixed/kv_cache_write         2.40%       1.631ms         5.21%       3.542ms     126.506us       0.000us         0.00%     299.164us      10.684us           0 b           0 b           0 b           0 b            28            --  
                                       cudaLaunchKernel         2.26%       1.539ms         2.26%       1.539ms       5.918us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b           260            --  
                                    cudaLaunchKernelExC         1.87%       1.275ms         1.87%       1.275ms       6.439us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b           198            --  
                                    aten::empty_strided         1.79%       1.217ms         1.79%       1.217ms       6.761us       0.000us         0.00%       0.000us       0.000us          16 b          16 b       1.39 Gb       1.39 Gb           180            --  
                                        aten::transpose         1.59%       1.084ms         2.01%       1.366ms       3.237us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b           422            --  
                                         cuLaunchKernel         1.55%       1.058ms         1.55%       1.058ms       6.260us     844.798us         2.25%     844.798us       4.999us           0 b           0 b           0 b           0 b           169            --  
                                      aten::index_copy_         1.32%     896.853us         1.92%       1.307ms      23.338us     299.164us         0.80%     299.164us       5.342us           0 b           0 b           0 b           0 b            56            --  
                                           aten::linear         1.22%     830.127us        20.00%      13.606ms      68.716us       0.000us         0.00%      16.396ms      82.806us           0 b           0 b       4.97 Gb           0 b           198            --  
                                        cudaMemsetAsync         1.06%     719.977us         1.06%     719.977us       4.898us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b           147            --  
                                  cudaFuncGetAttributes         0.97%     659.513us         0.97%     659.513us       3.331us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b           198            --  
                                              aten::add         0.95%     649.038us         1.38%     941.148us      16.806us     617.824us         1.65%     617.824us      11.033us           0 b           0 b     677.25 Mb     677.25 Mb            56       355.074  
                                            aten::empty         0.93%     631.345us         0.93%     631.345us       5.051us       0.000us         0.00%       0.000us       0.000us      97.93 Kb      97.93 Kb     422.62 Mb     422.62 Mb           125            --  
                                              aten::cat         0.92%     625.801us         1.24%     841.059us      30.038us       1.077ms         2.87%       1.077ms      38.467us           0 b           0 b     338.62 Mb     338.62 Mb            28            --  
                                            aten::slice         0.91%     618.213us         1.05%     714.249us       3.607us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b           198            --  
                                       aten::as_strided         0.86%     584.256us         0.86%     584.256us       0.588us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b           994            --  
                                                aten::t         0.84%     571.791us         1.68%       1.141ms       5.762us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b           198            --  
                                       aten::empty_like         0.74%     501.438us         2.62%       1.786ms       9.065us       0.000us         0.00%       0.000us       0.000us           0 b           0 b       1.72 Gb           0 b           197            --  
                                             aten::view         0.72%     489.587us         0.72%     489.587us       1.712us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b           286            --  
                                           aten::matmul         0.70%     475.885us        10.36%       7.052ms      61.860us       0.000us         0.00%      14.726ms     129.179us           0 b           0 b       4.53 Gb           0 b           114            --  
                                           aten::select         0.69%     467.619us         0.79%     539.723us       4.653us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b           116            --  
                                               aten::to         0.67%     453.848us         1.31%     892.939us      81.176us       0.000us         0.00%      16.256us       1.478us          16 b           0 b     101.50 Kb           0 b            11            --  
                                            aten::copy_         0.61%     412.683us         1.19%     811.279us      20.802us     447.071us         1.19%     447.071us      11.463us           0 b           0 b           0 b           0 b            39            --  
                                           aten::argmax         0.56%     380.605us         0.92%     628.485us      19.045us     285.692us         0.76%     285.692us       8.657us           0 b           0 b      16.50 Kb      16.50 Kb            33            --  
                                             aten::silu         0.56%     379.651us         0.83%     567.415us      20.265us       1.527ms         4.07%       1.527ms      54.536us           0 b           0 b       1.93 Gb       1.93 Gb            28            --  
                                          aten::reshape         0.51%     344.098us         2.15%       1.465ms      12.523us       0.000us         0.00%     430.815us       3.682us           0 b           0 b     338.62 Mb           0 b           117            --  
                                  cudaStreamSynchronize         0.50%     341.269us         0.50%     341.269us       7.936us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b            43            --  
                                              aten::mul         0.50%     340.483us         0.72%     487.687us      17.417us       2.011ms         5.36%       2.011ms      71.834us           0 b           0 b       1.93 Gb       1.93 Gb            28      1035.633  
                                        aten::unsqueeze         0.47%     318.900us         0.58%     391.307us       3.463us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b           113            --  
                                   cudaFuncSetAttribute         0.42%     284.209us         0.42%     284.209us       0.478us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b           594            --  
                                        cudaMemcpyAsync         0.40%     271.408us         0.40%     271.408us       6.312us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b            43            --  
                                            aten::clone         0.22%     150.567us         1.34%     911.060us      32.538us       0.000us         0.00%     430.815us      15.386us           0 b           0 b     338.62 Mb           0 b            28            --  
                           mixed/final_norm_and_lm_head         0.18%     124.687us         1.06%     719.116us     719.116us       0.000us         0.00%     350.401us     350.401us           0 b           0 b       9.85 Mb     -12.10 Mb             1            --  
                                   prefill/sample_batch         0.16%     109.543us         0.36%     241.985us     241.985us       0.000us         0.00%      16.064us      16.064us           0 b         -32 b           0 b    -594.50 Kb             1            --  
                              aten::_local_scalar_dense         0.14%      95.904us         0.70%     478.053us      14.939us      72.896us         0.19%      72.896us       2.278us           0 b           0 b           0 b           0 b            32            --  
                                     aten::index_select         0.10%      70.666us         0.24%     161.968us      53.989us      46.239us         0.12%      46.239us      15.413us           0 b           0 b      12.68 Mb           0 b             3            --  
                                         aten::_to_copy         0.10%      66.844us         0.65%     439.091us      39.917us       0.000us         0.00%      16.256us       1.478us          16 b           0 b     101.50 Kb           0 b            11            --  
                                     aten::_unsafe_view         0.08%      55.790us         0.08%      55.790us       1.992us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b            28            --  
                                             aten::item         0.07%      45.507us         0.77%     523.560us      16.361us       0.000us         0.00%      72.896us       2.278us           0 b           0 b           0 b           0 b            32            --  
                                          aten::resize_         0.04%      28.298us         0.04%      28.298us       9.433us       0.000us         0.00%       0.000us       0.000us           0 b           0 b      12.68 Mb      12.68 Mb             3            --  
                                        aten::embedding         0.03%      19.688us         0.16%     111.381us     111.381us       0.000us         0.00%      39.456us      39.456us           0 b           0 b      12.09 Mb           0 b             1            --  
                                          aten::detach_         0.02%      14.504us         0.03%      20.702us       2.070us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b            10            --  
                                  cudaDeviceSynchronize         0.01%       7.794us         0.01%       7.794us       7.794us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b             1            --  
                                                detach_         0.01%       6.198us         0.01%       6.198us       0.620us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b            10            --  
                                       aten::lift_fresh         0.00%       2.351us         0.00%       2.351us       0.235us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b            10            --  
                                     aten::resolve_conj         0.00%       0.706us         0.00%       0.706us       0.706us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b             1            --  
                                      aten::resolve_neg         0.00%       0.317us         0.00%       0.317us       0.317us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b             1            --  
                            mixed/cache_and_input_setup         0.00%       0.000us         0.00%       0.000us       0.000us       5.618ms        14.96%       5.618ms       5.618ms           0 b           0 b           0 b           0 b             1            --  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 68.038ms
Self CUDA time total: 37.557ms

